,Algeria,Argentina,Australia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Brazil,Bulgaria,Canada,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Denmark,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Kazakhstan,Kuwait,Latvia,Lithuania,Luxembourg,Malaysia,Mexico,Morocco,Netherlands,New Zealand,North Macedonia,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Saudi Arabia,Singapore,Slovak Republic,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Thailand,Trinidad and Tobago,Turkey,Turkmenistan,Ukraine,United Arab Emirates,United Kingdom,United States,Uzbekistan,Venezuela,Vietnam,Oil_Cons_Asia,Oil_Cons_Africa,Oil_Cons_Europe,Oil_Cons_NA,Oil_Cons_SA,Oil_Cons_Oceania
1965,1290000.0,22000000.0,15100000.0,5560000.0,0.0,0.0,0.0,15900000.0,14800000.0,3700000.0,53800000.0,3490000.0,11000000.0,3840000.0,0.0,394000.0,4000000.0,10400000.0,661000.0,6940000.0,0.0,5720000.0,53900000.0,86300000.0,4440000.0,3780000.0,469000.0,12600000.0,6120000.0,7110000.0,1320000.0,2420000.0,3880000.0,52300000.0,87900000.0,0.0,5450000.0,0.0,0.0,831000.0,2280000.0,14800000.0,955000.0,25300000.0,2720000.0,0.0,5110000.0,442000.0,3780000.0,3750000.0,4180000.0,5410000.0,2570000.0,47000.0,7150000.0,0.0,19600000.0,4110000.0,2300000.0,0.0,5610000.0,1290000.0,14200000.0,456000.0,19400000.0,8040000.0,2300000.0,1900000.0,3560000.0,0.0,0.0,69600.0,75000000.0,551000000.0,0.0,9560000.0,1490000.0,175424600.0,14795000.0,418154000.0,619600000.0,60001000.0,17820000.0
1966,1690000.0,22800000.0,18000000.0,6120000.0,0.0,0.0,0.0,16300000.0,16200000.0,4230000.0,56700000.0,3820000.0,14100000.0,4400000.0,0.0,450000.0,4420000.0,11900000.0,691000.0,7450000.0,0.0,6920000.0,57700000.0,96500000.0,4840000.0,4140000.0,506000.0,14100000.0,5890000.0,7770000.0,1430000.0,2700000.0,4040000.0,57700000.0,100000000.0,0.0,5320000.0,0.0,0.0,947000.0,2660000.0,15500000.0,1390000.0,27400000.0,3010000.0,0.0,5760000.0,461000.0,3880000.0,4680000.0,4560000.0,5620000.0,2630000.0,47000.0,7450000.0,0.0,19700000.0,4700000.0,2540000.0,0.0,6090000.0,1930000.0,16800000.0,467000.0,22000000.0,8550000.0,2720000.0,1910000.0,4250000.0,0.0,0.0,74300.0,80300000.0,579000000.0,0.0,9370000.0,3250000.0,197099300.0,16620000.0,458673000.0,651200000.0,63871000.0,21010000.0
1967,1580000.0,23300000.0,19700000.0,6510000.0,0.0,0.0,0.0,17900000.0,16700000.0,5320000.0,60600000.0,3980000.0,13900000.0,4430000.0,0.0,487000.0,4920000.0,12600000.0,746000.0,6060000.0,0.0,7250000.0,66200000.0,100000000.0,5690000.0,4380000.0,490000.0,14600000.0,5670000.0,8570000.0,1550000.0,3020000.0,4220000.0,63700000.0,123000000.0,0.0,5200000.0,0.0,0.0,1050000.0,2710000.0,16600000.0,1520000.0,28000000.0,3170000.0,0.0,5960000.0,481000.0,4340000.0,4710000.0,5150000.0,6090000.0,2900000.0,71000.0,8430000.0,0.0,19900000.0,5660000.0,2830000.0,0.0,6620000.0,3340000.0,20300000.0,478000.0,21900000.0,9260000.0,3020000.0,2000000.0,4990000.0,0.0,0.0,79800.0,86200000.0,601000000.0,0.0,9540000.0,4760000.0,226699800.0,15780000.0,496377000.0,678200000.0,65406000.0,22870000.0
1968,1680000.0,23800000.0,21500000.0,7540000.0,0.0,0.0,0.0,20900000.0,20000000.0,6300000.0,64500000.0,4190000.0,15200000.0,4930000.0,0.0,542000.0,5420000.0,13600000.0,891000.0,6340000.0,0.0,8220000.0,71800000.0,112000000.0,5820000.0,4580000.0,523000.0,16300000.0,5990000.0,9440000.0,1680000.0,3360000.0,4400000.0,70300000.0,143000000.0,0.0,5090000.0,0.0,0.0,1160000.0,2750000.0,18100000.0,1670000.0,30100000.0,3250000.0,0.0,6630000.0,503000.0,4940000.0,4740000.0,5880000.0,7620000.0,3110000.0,92000.0,8870000.0,0.0,20100000.0,7040000.0,3120000.0,0.0,7200000.0,4940000.0,21600000.0,490000.0,24800000.0,10300000.0,3990000.0,2040000.0,6030000.0,0.0,0.0,89100.0,91100000.0,643000000.0,0.0,10400000.0,4850000.0,256764100.0,16890000.0,545345000.0,725600000.0,70991000.0,24750000.0
1969,1780000.0,24700000.0,22100000.0,8280000.0,0.0,0.0,0.0,24100000.0,22000000.0,7740000.0,67100000.0,4450000.0,20400000.0,4740000.0,0.0,640000.0,5820000.0,16400000.0,946000.0,4680000.0,0.0,9560000.0,83000000.0,126000000.0,6190000.0,5120000.0,479000.0,19600000.0,6390000.0,10300000.0,1810000.0,3650000.0,4580000.0,77300000.0,169000000.0,0.0,4980000.0,0.0,0.0,1280000.0,2840000.0,19100000.0,1810000.0,32900000.0,3380000.0,0.0,7290000.0,524000.0,4630000.0,4680000.0,6300000.0,8390000.0,3260000.0,107000.0,9900000.0,0.0,20300000.0,6920000.0,3350000.0,0.0,7920000.0,6710000.0,24600000.0,501000.0,26600000.0,11200000.0,4330000.0,2130000.0,6710000.0,0.0,0.0,99000.0,97900000.0,678000000.0,0.0,10300000.0,5860000.0,296181000.0,16190000.0,607659000.0,764200000.0,73946000.0,25480000.0
1970,2030000.0,22100000.0,24400000.0,9100000.0,0.0,0.0,0.0,26200000.0,24900000.0,8990000.0,71600000.0,4700000.0,28200000.0,5340000.0,0.0,674000.0,6980000.0,18300000.0,1080000.0,6080000.0,0.0,10800000.0,94300000.0,139000000.0,6710000.0,5930000.0,489000.0,19500000.0,6790000.0,11100000.0,2440000.0,4100000.0,4780000.0,87300000.0,199000000.0,0.0,4870000.0,0.0,0.0,1360000.0,3130000.0,20500000.0,1890000.0,36500000.0,3980000.0,0.0,8200000.0,548000.0,4580000.0,4920000.0,7180000.0,8860000.0,4520000.0,93000.0,10700000.0,0.0,21000000.0,7510000.0,4010000.0,0.0,8580000.0,8380000.0,28100000.0,1000000.0,29000000.0,12500000.0,5050000.0,2190000.0,7100000.0,0.0,0.0,115000.0,104000000.0,706000000.0,0.0,10700000.0,6080000.0,341346000.0,18580000.0,673723000.0,798100000.0,75930000.0,28380000.0
1971,2290000.0,23600000.0,25700000.0,10200000.0,0.0,676000.0,0.0,26900000.0,27400000.0,9890000.0,73500000.0,5210000.0,38400000.0,5530000.0,0.0,805000.0,7690000.0,18000000.0,1190000.0,6260000.0,0.0,11100000.0,103000000.0,144000000.0,7410000.0,6680000.0,533000.0,20500000.0,7020000.0,12100000.0,2610000.0,4530000.0,4990000.0,93800000.0,220000000.0,0.0,4810000.0,0.0,0.0,1410000.0,3430000.0,21800000.0,2000000.0,36000000.0,4100000.0,0.0,8090000.0,1340000.0,4290000.0,4860000.0,8320000.0,9420000.0,5130000.0,89000.0,10900000.0,0.0,21300000.0,6510000.0,4420000.0,0.0,9390000.0,9460000.0,30900000.0,909000.0,27200000.0,13300000.0,5630000.0,2260000.0,8430000.0,0.0,0.0,136000.0,105000000.0,730000000.0,0.0,10800000.0,5140000.0,377660000.0,19940000.0,704738000.0,825300000.0,80850000.0,29800000.0
1972,2510000.0,23600000.0,26100000.0,11000000.0,0.0,835000.0,0.0,29100000.0,31500000.0,10300000.0,77400000.0,5520000.0,44200000.0,6300000.0,0.0,907000.0,8420000.0,19100000.0,1230000.0,7150000.0,0.0,11900000.0,114000000.0,152000000.0,8590000.0,7260000.0,571000.0,22100000.0,7580000.0,13500000.0,3240000.0,4980000.0,5210000.0,98200000.0,234000000.0,0.0,5240000.0,0.0,0.0,1480000.0,3810000.0,24500000.0,2120000.0,40100000.0,4420000.0,0.0,8480000.0,1530000.0,3550000.0,4150000.0,8160000.0,10600000.0,5570000.0,106000.0,11600000.0,0.0,22700000.0,8170000.0,4840000.0,0.0,10200000.0,9880000.0,32500000.0,998000.0,27900000.0,13600000.0,7080000.0,3730000.0,9550000.0,0.0,0.0,179000.0,111000000.0,789000000.0,0.0,11800000.0,5330000.0,407398000.0,21980000.0,753548000.0,890900000.0,87830000.0,30520000.0
1973,2740000.0,23700000.0,27900000.0,11900000.0,0.0,947000.0,0.0,30600000.0,38800000.0,10800000.0,81700000.0,5250000.0,53800000.0,6020000.0,0.0,974000.0,9470000.0,17600000.0,1360000.0,6720000.0,0.0,13300000.0,127000000.0,162000000.0,10000000.0,8160000.0,661000.0,23300000.0,9050000.0,16200000.0,3140000.0,5400000.0,5510000.0,104000000.0,269000000.0,0.0,4980000.0,0.0,0.0,1640000.0,4120000.0,26200000.0,2550000.0,41300000.0,4680000.0,0.0,8610000.0,1330000.0,3640000.0,4920000.0,9600000.0,11700000.0,6130000.0,138000.0,13100000.0,0.0,24100000.0,7680000.0,5440000.0,0.0,11300000.0,12200000.0,39100000.0,1040000.0,28500000.0,14700000.0,7500000.0,3750000.0,11700000.0,0.0,0.0,280000.0,114000000.0,833000000.0,0.0,12900000.0,5240000.0,462795000.0,23310000.0,807785000.0,940900000.0,96700000.0,32580000.0
1974,3040000.0,23900000.0,29500000.0,10600000.0,0.0,982000.0,0.0,26900000.0,41900000.0,11300000.0,83000000.0,5030000.0,61900000.0,6680000.0,0.0,868000.0,9720000.0,16000000.0,1560000.0,7420000.0,0.0,11600000.0,121000000.0,147000000.0,9390000.0,8930000.0,618000.0,22800000.0,9460000.0,18700000.0,3100000.0,5350000.0,5620000.0,101000000.0,259000000.0,0.0,4570000.0,0.0,0.0,1480000.0,4110000.0,29700000.0,2730000.0,35400000.0,4490000.0,0.0,7840000.0,1210000.0,3920000.0,5840000.0,8980000.0,12400000.0,6540000.0,188000.0,12100000.0,0.0,25300000.0,7560000.0,5590000.0,0.0,11000000.0,12600000.0,41100000.0,825000.0,25600000.0,13000000.0,7660000.0,3700000.0,11300000.0,0.0,0.0,388000.0,106000000.0,800000000.0,0.0,12900000.0,3190000.0,462063000.0,24190000.0,758626000.0,912700000.0,101510000.0,33990000.0
1975,3380000.0,22400000.0,29100000.0,10700000.0,0.0,1150000.0,0.0,25400000.0,43200000.0,12000000.0,81100000.0,4380000.0,68300000.0,6720000.0,0.0,718000.0,10700000.0,15700000.0,1520000.0,8220000.0,0.0,11900000.0,110000000.0,143000000.0,9940000.0,10000000.0,579000.0,23300000.0,10900000.0,21800000.0,3080000.0,5230000.0,5800000.0,94500000.0,244000000.0,0.0,3650000.0,0.0,0.0,1310000.0,4330000.0,32800000.0,2820000.0,34800000.0,4340000.0,0.0,8100000.0,1100000.0,4070000.0,5900000.0,9680000.0,13500000.0,6850000.0,224000.0,13700000.0,0.0,19300000.0,7390000.0,6160000.0,0.0,11700000.0,14200000.0,42700000.0,798000.0,25500000.0,12500000.0,8250000.0,2820000.0,12500000.0,0.0,0.0,629000.0,92200000.0,783000000.0,0.0,13800000.0,3040000.0,454991000.0,26120000.0,730187000.0,896900000.0,100740000.0,33440000.0
1976,3880000.0,23300000.0,29800000.0,11700000.0,0.0,1240000.0,0.0,26500000.0,46800000.0,12400000.0,85400000.0,4650000.0,78000000.0,7090000.0,0.0,730000.0,11300000.0,16700000.0,1710000.0,9710000.0,0.0,12800000.0,119000000.0,154000000.0,10600000.0,10500000.0,582000.0,24600000.0,11700000.0,24700000.0,3840000.0,5310000.0,6120000.0,98800000.0,254000000.0,0.0,4240000.0,0.0,0.0,1420000.0,4840000.0,36200000.0,3090000.0,39200000.0,4460000.0,0.0,8960000.0,1260000.0,4060000.0,5950000.0,9950000.0,14900000.0,7180000.0,308000.0,15200000.0,0.0,22500000.0,8780000.0,6520000.0,0.0,11800000.0,15900000.0,48300000.0,791000.0,28200000.0,13000000.0,8700000.0,3180000.0,14100000.0,0.0,0.0,931000.0,91600000.0,841000000.0,0.0,13600000.0,793000.0,487253000.0,28480000.0,779502000.0,962600000.0,106280000.0,34260000.0
1977,4400000.0,24500000.0,31200000.0,11100000.0,0.0,1220000.0,0.0,26100000.0,47900000.0,12900000.0,86300000.0,4760000.0,82400000.0,7100000.0,0.0,833000.0,11900000.0,16700000.0,2130000.0,10400000.0,0.0,12500000.0,115000000.0,152000000.0,10800000.0,11200000.0,609000.0,26400000.0,13800000.0,28700000.0,4490000.0,5660000.0,6400000.0,96100000.0,260000000.0,0.0,4100000.0,0.0,0.0,1400000.0,5510000.0,37400000.0,3480000.0,37600000.0,4460000.0,0.0,8820000.0,1210000.0,4270000.0,5940000.0,10900000.0,15900000.0,7090000.0,410000.0,16500000.0,0.0,26000000.0,8810000.0,6810000.0,0.0,11700000.0,19000000.0,45500000.0,839000.0,27300000.0,13100000.0,9780000.0,3100000.0,15900000.0,0.0,0.0,1390000.0,92300000.0,888000000.0,0.0,15300000.0,795000.0,516424000.0,29980000.0,771622000.0,1011700000.0,110730000.0,35660000.0
1978,4520000.0,24500000.0,31200000.0,12000000.0,0.0,1300000.0,0.0,27800000.0,52200000.0,13300000.0,88000000.0,5210000.0,91300000.0,7220000.0,0.0,849000.0,12300000.0,16700000.0,2170000.0,10700000.0,0.0,12500000.0,119000000.0,158000000.0,11700000.0,12400000.0,642000.0,28700000.0,15100000.0,28800000.0,4210000.0,6040000.0,6820000.0,99800000.0,267000000.0,0.0,4400000.0,0.0,0.0,1400000.0,5940000.0,42000000.0,3740000.0,38400000.0,4260000.0,0.0,9850000.0,1150000.0,4500000.0,5870000.0,11200000.0,17100000.0,7350000.0,398000.0,18400000.0,0.0,28100000.0,9050000.0,7050000.0,0.0,12300000.0,21700000.0,46400000.0,976000.0,33100000.0,13400000.0,11000000.0,2770000.0,16900000.0,0.0,0.0,1520000.0,94300000.0,870000000.0,0.0,15900000.0,965000.0,544129000.0,31260000.0,806681000.0,1000000000.0,115840000.0,35460000.0
1979,5420000.0,26000000.0,31800000.0,12500000.0,0.0,1440000.0,0.0,27600000.0,54800000.0,13700000.0,91500000.0,5260000.0,91100000.0,7670000.0,0.0,861000.0,12500000.0,15900000.0,2310000.0,11800000.0,0.0,13300000.0,118000000.0,163000000.0,12400000.0,11600000.0,625000.0,31000000.0,16500000.0,30200000.0,5070000.0,6350000.0,7480000.0,103000000.0,269000000.0,0.0,4910000.0,0.0,0.0,1290000.0,7210000.0,45000000.0,4240000.0,41500000.0,4310000.0,0.0,9790000.0,1190000.0,4800000.0,6130000.0,11600000.0,17400000.0,7870000.0,432000.0,19600000.0,0.0,34000000.0,9650000.0,7160000.0,0.0,11700000.0,24400000.0,49100000.0,1010000.0,35700000.0,12900000.0,11100000.0,2120000.0,15100000.0,0.0,0.0,2080000.0,94700000.0,851000000.0,0.0,17000000.0,1110000.0,565282000.0,33160000.0,823446000.0,987500000.0,121290000.0,36110000.0
1980,5470000.0,24300000.0,30400000.0,12200000.0,0.0,1630000.0,0.0,25600000.0,52900000.0,14000000.0,90100000.0,5310000.0,86700000.0,7290000.0,0.0,868000.0,11600000.0,13600000.0,2960000.0,13200000.0,0.0,12800000.0,110000000.0,147000000.0,12400000.0,11300000.0,583000.0,31600000.0,18400000.0,27900000.0,6760000.0,5720000.0,8010000.0,97900000.0,241000000.0,0.0,4190000.0,0.0,0.0,1080000.0,8150000.0,50200000.0,4300000.0,38800000.0,4130000.0,0.0,9390000.0,885000.0,5020000.0,6600000.0,10900000.0,17100000.0,8440000.0,693000.0,18600000.0,0.0,27700000.0,9580000.0,6670000.0,0.0,12000000.0,24100000.0,52200000.0,1010000.0,31500000.0,12800000.0,11600000.0,1670000.0,15400000.0,0.0,0.0,5080000.0,80900000.0,788000000.0,0.0,20800000.0,1930000.0,532838000.0,34970000.0,768451000.0,928300000.0,121830000.0,34530000.0
1981,5890000.0,22400000.0,29400000.0,11000000.0,0.0,1680000.0,0.0,23400000.0,50300000.0,12500000.0,84200000.0,5490000.0,82200000.0,7470000.0,0.0,832000.0,11400000.0,12800000.0,3330000.0,15200000.0,0.0,12300000.0,99000000.0,133000000.0,11900000.0,10800000.0,569000.0,34000000.0,20600000.0,27700000.0,7250000.0,5060000.0,8150000.0,95700000.0,228000000.0,0.0,5720000.0,0.0,0.0,1030000.0,8690000.0,54800000.0,4230000.0,36200000.0,3900000.0,0.0,8730000.0,867000.0,5330000.0,6730000.0,10200000.0,16100000.0,8960000.0,756000.0,16700000.0,0.0,33400000.0,11000000.0,6570000.0,0.0,13000000.0,23900000.0,50400000.0,1190000.0,28300000.0,11900000.0,11000000.0,1650000.0,15200000.0,0.0,0.0,5550000.0,74700000.0,734000000.0,0.0,22000000.0,1680000.0,528863000.0,38320000.0,715051000.0,873000000.0,119370000.0,33300000.0
1982,6250000.0,21500000.0,29500000.0,10500000.0,0.0,1650000.0,0.0,22200000.0,50900000.0,12100000.0,75400000.0,4850000.0,81300000.0,7660000.0,0.0,998000.0,10400000.0,11000000.0,3640000.0,17200000.0,0.0,11300000.0,91500000.0,126000000.0,11900000.0,10200000.0,519000.0,35400000.0,21400000.0,30200000.0,7540000.0,4410000.0,7890000.0,90700000.0,212000000.0,0.0,6590000.0,0.0,0.0,1020000.0,9070000.0,56600000.0,4450000.0,31500000.0,3890000.0,0.0,8370000.0,1320000.0,5860000.0,6550000.0,9840000.0,15200000.0,9360000.0,1050000.0,16400000.0,0.0,37200000.0,10700000.0,5990000.0,0.0,13100000.0,23700000.0,47800000.0,1340000.0,26300000.0,11200000.0,10000000.0,1840000.0,16200000.0,0.0,0.0,6170000.0,75600000.0,694000000.0,0.0,21700000.0,1710000.0,521930000.0,41000000.0,678667000.0,826000000.0,118640000.0,33390000.0
1983,7010000.0,22000000.0,29000000.0,10100000.0,0.0,1480000.0,0.0,20100000.0,48200000.0,11600000.0,70500000.0,4710000.0,83000000.0,7920000.0,0.0,1050000.0,10200000.0,10400000.0,3340000.0,19000000.0,0.0,10500000.0,89400000.0,123000000.0,11400000.0,9670000.0,504000.0,37200000.0,21000000.0,36700000.0,8620000.0,4010000.0,7440000.0,89200000.0,211000000.0,0.0,7240000.0,0.0,0.0,970000.0,9710000.0,55200000.0,4500000.0,29700000.0,3740000.0,0.0,8270000.0,992000.0,6470000.0,5770000.0,10300000.0,15700000.0,9460000.0,1150000.0,14600000.0,0.0,41200000.0,11400000.0,5870000.0,0.0,13300000.0,24700000.0,47800000.0,1470000.0,22800000.0,12300000.0,11200000.0,1580000.0,17000000.0,0.0,0.0,6190000.0,72500000.0,689000000.0,0.0,21200000.0,1960000.0,540422000.0,43810000.0,658104000.0,814700000.0,114720000.0,32740000.0
1984,7760000.0,20700000.0,30400000.0,9820000.0,0.0,1490000.0,0.0,19400000.0,48800000.0,11200000.0,71200000.0,4710000.0,86000000.0,7880000.0,0.0,1060000.0,10800000.0,10300000.0,3350000.0,20500000.0,0.0,10600000.0,85900000.0,122000000.0,11700000.0,10100000.0,526000.0,39900000.0,22100000.0,39700000.0,9400000.0,3940000.0,6920000.0,84900000.0,222000000.0,0.0,7620000.0,0.0,0.0,971000.0,9540000.0,58500000.0,4690000.0,29400000.0,3790000.0,0.0,8570000.0,1650000.0,7030000.0,5960000.0,8400000.0,16100000.0,9430000.0,1300000.0,14000000.0,0.0,46000000.0,11900000.0,6220000.0,0.0,14400000.0,24800000.0,44800000.0,1230000.0,21700000.0,11800000.0,11600000.0,1350000.0,17000000.0,0.0,0.0,7110000.0,89700000.0,713000000.0,0.0,19900000.0,1920000.0,567610000.0,47350000.0,661937000.0,842700000.0,112650000.0,34190000.0
1985,7970000.0,18700000.0,28900000.0,9840000.0,8250000.0,1660000.0,25400000.0,19700000.0,49600000.0,10400000.0,71200000.0,4590000.0,89700000.0,8180000.0,0.0,1050000.0,10600000.0,10600000.0,4120000.0,20800000.0,3420000.0,10800000.0,84300000.0,126000000.0,12000000.0,10300000.0,522000.0,43300000.0,21800000.0,43600000.0,11000000.0,3930000.0,6510000.0,84400000.0,210000000.0,20700000.0,7520000.0,5740000.0,8680000.0,1030000.0,9510000.0,60900000.0,4660000.0,29600000.0,3570000.0,0.0,8990000.0,1410000.0,7500000.0,5850000.0,7450000.0,16400000.0,9090000.0,1830000.0,15000000.0,247000000.0,46800000.0,12100000.0,6180000.0,0.0,14100000.0,26100000.0,42900000.0,1140000.0,23400000.0,12000000.0,11000000.0,1440000.0,17800000.0,4860000.0,64300000.0,8870000.0,77500000.0,710000000.0,11600000.0,20400000.0,1940000.0,616150000.0,47530000.0,1008872000.0,842100000.0,112880000.0,32470000.0
1986,8080000.0,21600000.0,29600000.0,10400000.0,8650000.0,1790000.0,30000000.0,22300000.0,54700000.0,10900000.0,71400000.0,4910000.0,95400000.0,8090000.0,0.0,1140000.0,10200000.0,10500000.0,4190000.0,20900000.0,3390000.0,11300000.0,86000000.0,133000000.0,12200000.0,9530000.0,530000.0,45500000.0,23800000.0,40300000.0,11800000.0,4870000.0,6750000.0,86500000.0,212000000.0,18900000.0,7760000.0,4830000.0,7260000.0,1130000.0,9100000.0,61500000.0,4570000.0,32800000.0,3250000.0,0.0,9700000.0,968000.0,8080000.0,6230000.0,7830000.0,16900000.0,9670000.0,2150000.0,16200000.0,250000000.0,46000000.0,14100000.0,5970000.0,0.0,13600000.0,28400000.0,42700000.0,1140000.0,24900000.0,13200000.0,11500000.0,1560000.0,19200000.0,3540000.0,64500000.0,10700000.0,77500000.0,740000000.0,11900000.0,21300000.0,2170000.0,630228000.0,47150000.0,1039220000.0,872900000.0,122580000.0,32850000.0
1987,8160000.0,23000000.0,30200000.0,10700000.0,8140000.0,1760000.0,29700000.0,22400000.0,56300000.0,10500000.0,74100000.0,5130000.0,101000000.0,8510000.0,0.0,1340000.0,10300000.0,9650000.0,4220000.0,21700000.0,3420000.0,11200000.0,86600000.0,129000000.0,13200000.0,10000000.0,572000.0,47000000.0,24800000.0,42000000.0,12200000.0,4260000.0,7560000.0,90100000.0,213000000.0,18200000.0,7660000.0,3930000.0,7970000.0,1280000.0,9340000.0,64600000.0,4560000.0,33000000.0,3900000.0,0.0,9590000.0,1120000.0,8850000.0,6700000.0,9100000.0,17100000.0,9370000.0,2290000.0,17800000.0,252000000.0,48800000.0,14800000.0,5870000.0,0.0,14400000.0,29800000.0,44700000.0,1300000.0,21400000.0,12400000.0,12600000.0,1020000.0,21600000.0,3530000.0,67100000.0,11700000.0,75200000.0,755000000.0,11300000.0,20200000.0,2530000.0,650380000.0,48820000.0,1043252000.0,893700000.0,125080000.0,34100000.0
1988,8170000.0,23000000.0,31600000.0,10600000.0,8340000.0,1770000.0,28700000.0,23100000.0,57300000.0,11100000.0,78000000.0,5650000.0,109000000.0,8960000.0,0.0,1440000.0,9860000.0,9580000.0,5030000.0,22000000.0,3450000.0,11000000.0,86000000.0,129000000.0,13700000.0,9240000.0,598000.0,51500000.0,26000000.0,44300000.0,13300000.0,3850000.0,8350000.0,91700000.0,229000000.0,18300000.0,7520000.0,3520000.0,7660000.0,1320000.0,10100000.0,64400000.0,4870000.0,35100000.0,3780000.0,0.0,8980000.0,1010000.0,9530000.0,6600000.0,9810000.0,17500000.0,9770000.0,1500000.0,16600000.0,251000000.0,50100000.0,17100000.0,5730000.0,0.0,15900000.0,35600000.0,45800000.0,1260000.0,19900000.0,12400000.0,14200000.0,920000.0,23100000.0,3530000.0,61600000.0,14000000.0,80000000.0,787000000.0,13900000.0,20900000.0,2640000.0,701660000.0,50940000.0,1042898000.0,929400000.0,128360000.0,35380000.0
1989,8550000.0,20900000.0,32700000.0,10400000.0,8140000.0,1920000.0,26900000.0,22700000.0,57600000.0,10800000.0,81000000.0,6250000.0,114000000.0,9190000.0,0.0,1480000.0,9380000.0,9230000.0,5230000.0,22900000.0,3560000.0,11000000.0,88400000.0,122000000.0,15000000.0,8930000.0,639000.0,55800000.0,27500000.0,47500000.0,14900000.0,3960000.0,8570000.0,93800000.0,238000000.0,18700000.0,7580000.0,3520000.0,7860000.0,1450000.0,10500000.0,68900000.0,5360000.0,34600000.0,3830000.0,0.0,9110000.0,1350000.0,10200000.0,5830000.0,11000000.0,17300000.0,12400000.0,1660000.0,17200000.0,255000000.0,48100000.0,19600000.0,5670000.0,0.0,16400000.0,41000000.0,48100000.0,1200000.0,19200000.0,11900000.0,16700000.0,826000.0,21600000.0,3530000.0,58800000.0,14700000.0,81800000.0,786000000.0,13300000.0,20400000.0,2450000.0,737900000.0,53210000.0,1043689000.0,935900000.0,126226000.0,36530000.0
1990,9160000.0,19700000.0,33200000.0,10800000.0,8540000.0,1860000.0,24900000.0,24200000.0,56800000.0,9900000.0,79800000.0,6590000.0,113000000.0,9330000.0,4580000.0,1570000.0,8450000.0,9030000.0,5330000.0,23800000.0,3510000.0,11400000.0,89400000.0,127000000.0,16100000.0,9270000.0,652000.0,57900000.0,31700000.0,49300000.0,14800000.0,4410000.0,8880000.0,93600000.0,246000000.0,21500000.0,3270000.0,3320000.0,7510000.0,1580000.0,12600000.0,72000000.0,5550000.0,35900000.0,4260000.0,1080000.0,8750000.0,2050000.0,10700000.0,5820000.0,11500000.0,15800000.0,11300000.0,1720000.0,18700000.0,252000000.0,51200000.0,23300000.0,4970000.0,1660000.0,16600000.0,49500000.0,46700000.0,1270000.0,19200000.0,12800000.0,20100000.0,1270000.0,22900000.0,4610000.0,63800000.0,15400000.0,83000000.0,769000000.0,10100000.0,20600000.0,2870000.0,773670000.0,55110000.0,1059742000.0,920800000.0,125440000.0,37460000.0
1991,9070000.0,20200000.0,32300000.0,11700000.0,8240000.0,1720000.0,24100000.0,26000000.0,57500000.0,6730000.0,75300000.0,7360000.0,122000000.0,9570000.0,3240000.0,1630000.0,7100000.0,9160000.0,5980000.0,23400000.0,3090000.0,11200000.0,94600000.0,133000000.0,16300000.0,8010000.0,612000.0,58800000.0,33600000.0,52300000.0,11000000.0,4850000.0,9110000.0,92400000.0,250000000.0,21700000.0,3490000.0,3220000.0,8260000.0,1840000.0,13600000.0,74800000.0,5530000.0,34600000.0,4350000.0,962000.0,8060000.0,3400000.0,11300000.0,5390000.0,11100000.0,14900000.0,11800000.0,1470000.0,15600000.0,245000000.0,53500000.0,23700000.0,4350000.0,1610000.0,16700000.0,59900000.0,47800000.0,1350000.0,16400000.0,13000000.0,21500000.0,1180000.0,22400000.0,5160000.0,58100000.0,19100000.0,82600000.0,752000000.0,10700000.0,19500000.0,2800000.0,810540000.0,54700000.0,1044224000.0,902100000.0,126680000.0,36650000.0
1992,9110000.0,21300000.0,32400000.0,11400000.0,8030000.0,1920000.0,20500000.0,26400000.0,62300000.0,5940000.0,76800000.0,7970000.0,132000000.0,10500000.0,3240000.0,1860000.0,6780000.0,9070000.0,5950000.0,22700000.0,1670000.0,11100000.0,94400000.0,134000000.0,16500000.0,8090000.0,661000.0,61900000.0,36200000.0,55600000.0,17500000.0,5070000.0,9580000.0,94500000.0,256000000.0,20300000.0,4920000.0,2450000.0,4340000.0,1890000.0,14900000.0,75600000.0,6540000.0,36200000.0,4440000.0,1040000.0,8330000.0,2990000.0,12300000.0,5630000.0,13700000.0,13600000.0,13100000.0,1540000.0,12700000.0,235000000.0,51800000.0,24600000.0,3920000.0,1560000.0,17300000.0,72300000.0,54000000.0,1590000.0,17300000.0,13100000.0,24200000.0,1710000.0,23600000.0,5010000.0,42900000.0,19200000.0,83700000.0,768000000.0,8680000.0,23400000.0,3060000.0,859820000.0,55650000.0,1019911000.0,920400000.0,138760000.0,36840000.0
